demo,cab_x,cab_y,cab_yaw,obj_x,obj_y,obj_yaw,cab_yaw_dev
demo_118,0.8998947,0.03054583,3.0521655027245105,0.17188549,0.41720235,-0.13250489572631374,0.08942715086528263
demo_119,0.94215965,-0.02873826,3.05592346617745,0.18595743,0.43321633,-0.6568499689909681,0.0856691874123432
demo_12,0.87088895,-0.03507495,-3.0556164352291186,0.21231985,0.4262774,0.2403151840151764,0.08597621836067448
demo_120,0.91617346,0.041349173,3.130745172071881,0.16532707,0.4602393,0.08981935628376349,0.01084748151791226
demo_121,0.92002714,-0.0022079945,-3.07653003723156,0.21436715,0.36562562,0.6035478024999177,0.06506261635823307
demo_122,0.94037175,0.05360639,3.067681318006011,0.18228614,0.46973085,-0.6341178097536098,0.07391133558378193
demo_123,0.90420055,-0.05830443,3.0937972003759495,0.2041502,0.5102682,-0.2036263049294148,0.0477954532138436
demo_124,0.8529251,-0.03198707,-3.134055201134567,0.21490121,0.45181775,0.32890630577711816,0.007537452455226301
demo_125,0.87183523,0.019066095,-3.1190543818866203,0.20153427,0.42830896,-0.4587618364131737,0.022538271703172796
demo_126,0.9407142,-0.038069606,3.074603798824577,0.230461,0.4916674,0.48091278927897474,0.06698885476521621
demo_127,0.8732357,-0.042839766,-3.131108108556072,0.22769165,0.46992946,-0.1976857588703006,0.010484545033721204
demo_128,0.9296508,-0.023208141,3.092554328363108,0.21869993,0.5374554,0.3509648401975853,0.04903832522668505
demo_129,0.94064736,0.043822408,3.071252823661373,0.20801973,0.47193503,0.4096312018756911,0.07033982992841992
demo_13,0.9494395,-0.05445385,3.1112110594950204,0.21802521,0.5253912,-0.5459313055350328,0.0303815940947727
demo_130,0.85445356,0.0045633316,-3.1228464276697805,0.2521577,0.40628767,-0.7317578883501905,0.018746225920012627
demo_131,0.8612574,-0.015084624,-3.1355195683566905,0.16939867,0.41730404,0.09684604351292937,0.006073085233102571
demo_132,0.91908026,-0.020327449,-3.070914565913591,0.24850655,0.42707384,-0.5781137764296321,0.07067808767620232
demo_133,0.9077852,-0.007708907,-3.0963023321676926,0.18537927,0.482754,-0.18616303201401738,0.04529032142210054
demo_134,0.8824717,0.025757909,3.1287829879453852,0.17119455,0.49768078,-0.3102092808573008,0.012809665644407886
demo_135,0.9144537,0.016961098,3.1117925663185675,0.16155684,0.48180223,-0.6165769088270211,0.029800087271225628
demo_136,0.92716384,0.04935074,3.1172103866688,0.16257071,0.41053236,0.4347226485597476,0.02438226692099299
demo_137,0.9314556,0.033826113,3.1018183192753814,0.19422865,0.4040643,-0.5423722843078804,0.039774334314411686
demo_138,0.8570514,0.04278791,3.0686719443109465,0.23739529,0.38906455,0.5747074972145327,0.07292070927884664
demo_139,0.868217,0.019031644,-3.0280302083176003,0.17612684,0.40039587,-0.7076837337169234,0.11356244527219284
demo_14,0.91310644,0.056351423,-3.028449603959527,0.21904957,0.42293072,-0.6895366807717942,0.11314304963026611
demo_140,0.92776203,0.004057884,3.037305121716745,0.2039957,0.47370887,0.4017280251917736,0.10428753187304807
demo_141,0.9227176,-0.0048383474,3.061282635647589,0.19213808,0.5243757,-0.3943754738679392,0.08031001794220405
demo_142,0.92840385,-0.034557104,3.0871908681409868,0.17153311,0.51047325,-0.5560537518655055,0.05440178544880636
demo_143,0.90795994,0.012959957,3.064115528820312,0.22241879,0.50316024,0.2482312779509994,0.07747712476948099
demo_144,0.9416151,-0.019016504,3.0541498662574678,0.16610003,0.48648334,-0.5433092432975382,0.08744278733232536
demo_145,0.8696523,0.039260864,3.027093889246991,0.221488,0.38959765,-0.7833894200101595,0.11449876434280215
demo_146,0.90164113,-0.0045500994,-3.122712436508104,0.179209,0.5368099,0.7031763979253933,0.0188802170816893
demo_147,0.8668375,0.009098411,-3.1395621934142044,0.23643827,0.52690506,0.44553933536682233,0.002030460175588722
demo_148,0.94776136,0.007009268,3.087873462598041,0.21257854,0.3711424,0.006392359790492061,0.053719190991752264
demo_149,0.8969917,0.03931284,-3.138117854220731,0.16818905,0.45138526,-0.7260587253351736,0.0034747993690622536
demo_15,0.9232607,-0.022415161,-3.049068984642834,0.19037437,0.43646944,-0.2532985568347499,0.09252366894695907
demo_150,0.933269,-0.015432119,-3.0869386845220137,0.17751896,0.48029625,-0.4818516007159662,0.05465396906777942
demo_151,0.8838885,0.0030686855,3.085842604463562,0.21166718,0.41808367,-0.5467306149842992,0.05575004912623127
demo_152,0.87943554,0.054119825,-3.0367689758953045,0.21770573,0.45073557,-0.0007542502400616816,0.10482367769448864
demo_153,0.897212,-0.01864791,-3.0579367373360054,0.2407291,0.3971417,-0.6913780382975336,0.08365591625378777
demo_154,0.9493756,-0.033430815,3.1095628763743375,0.16515541,0.36919928,0.393225270141437,0.032029777215455635
demo_155,0.8911861,0.040697455,3.0357248884499475,0.22947705,0.42515016,0.09049654199698635,0.10586776513984564
demo_156,0.85075665,-0.026514173,3.1221656816806997,0.19691086,0.48106587,0.38267659795830844,0.01942697190909337
demo_157,0.9097347,0.009929419,3.109920735022879,0.21697664,0.42816496,-0.5651043331607659,0.031671918566914314
demo_158,0.90385103,-0.024232626,3.102650643817336,0.19964921,0.5075247,0.6628010975867784,0.0389420097724571
demo_159,0.8906883,0.051928163,-3.11256152955211,0.16080904,0.5038307,-0.3648581574234842,0.029031124037683043
demo_16,0.93316174,-0.025040865,3.0369114813361264,0.19453788,0.46348298,-0.2925692338087556,0.10468117225366669
demo_160,0.9420658,-0.03530085,3.041453610203964,0.22739029,0.3692541,0.18250388307466758,0.10013904338582913
demo_161,0.87136745,-0.057731867,3.107241148315039,0.19335413,0.38723123,-0.27665567587077533,0.03435150527475406
demo_162,0.89015484,0.04715705,3.0149943813165425,0.20464873,0.36957836,0.08056266732531,0.1265982722732506
demo_163,0.9205003,0.059898734,-3.077945768703107,0.21040475,0.40048432,0.2443020991970207,0.06364688488668602
demo_164,0.89114434,0.050787926,-3.1006262986940687,0.24775434,0.5086198,-0.7521375822288721,0.04096635489572442
demo_165,0.94143105,-0.05469668,-3.0721092833658608,0.17930055,0.46310115,0.10618487652756502,0.06948337022393236
demo_166,0.93614674,-0.022297263,-3.0996981281141425,0.16231298,0.4461168,-0.22147818266795502,0.041894525475650646
demo_167,0.8863888,0.055054307,-3.0838468702985877,0.21023607,0.368878,0.22574218589270387,0.05774578329120539
demo_168,0.9436953,0.04225135,-3.1159442078187864,0.17495728,0.48603106,-0.6724211722110872,0.025648445771006667
demo_169,0.9436743,0.05716622,3.1089394060413924,0.24878645,0.4974047,-0.31093655881452675,0.03265324754840071
demo_17,0.9283948,0.024349928,-3.1042824465528116,0.20025742,0.44362283,-0.5520826972824946,0.03731020703698151
demo_170,0.91254425,-0.05874145,3.0193407611078413,0.23316956,0.4834156,-0.7427956856297565,0.12225189248195178
demo_171,0.91529447,-0.005869627,-3.0859590282740794,0.1677388,0.4906807,-0.11053903837186238,0.0556336253157137
demo_172,0.8891516,0.015243769,3.0381488750187677,0.23658228,0.45824003,0.3814578605115172,0.10344377857102538
demo_173,0.8657098,0.043338776,-3.11802584244068,0.18138838,0.47226214,-0.5949160006279112,0.023566811149112965
demo_174,0.85442686,0.022479415,-3.0566895613423806,0.22816098,0.52945393,-0.6041011078403866,0.08490309224741255
demo_175,0.90586567,-0.030347109,3.0969257341511565,0.23974419,0.5149499,0.5604637457704567,0.044666919438636654
demo_176,0.8813112,0.033023596,3.1135325439284256,0.19176209,0.5089979,-0.5409583564016935,0.028060109661367516
demo_177,0.9404292,-0.013155818,3.0626132487327147,0.20731115,0.53577256,0.01882739647108697,0.07897940485707844
demo_178,0.92100096,-0.028366446,-3.0465126645287404,0.24123192,0.40061235,-0.1770505005733263,0.09507998906105275
demo_179,0.8746505,-0.04493308,3.1077766424601627,0.2484417,0.40961528,0.16660233825382495,0.0338160111296304
demo_18,0.93987477,0.05101967,-3.0646567962961537,0.19726324,0.49488544,-0.6020801611780069,0.07693585729363939
demo_180,0.8644879,0.023707509,-3.075073300205255,0.236521,0.42606258,-0.6223135411067362,0.06651935338453807
demo_181,0.85810876,-0.039390564,-3.1342766922505803,0.21696448,0.3934201,-0.4970629045981079,0.007315961339212862
demo_182,0.8991003,0.053022146,-3.139793221068054,0.24801219,0.51334524,-0.7604702631535781,0.001799432521738975
demo_183,0.94011825,0.0036838055,3.126080273711994,0.21798587,0.5255102,-0.47663950395751864,0.015512379877799187
demo_184,0.9189222,-0.0035943985,3.0950355482751553,0.24440515,0.49380112,-0.1253304261428443,0.04655710531463786
demo_185,0.9023657,-0.0098439455,-3.1060822695839594,0.21129894,0.50560015,0.13205207225912355,0.03551038400583373
demo_186,0.9018457,0.005510688,-3.1297028707324133,0.22119522,0.5391554,0.324623638304109,0.01188978285737985
demo_187,0.9499936,-0.03931117,3.075920107256715,0.18088937,0.45255232,0.5564478544737725,0.06567254633307806
demo_188,0.9287157,0.039453506,-3.09369093491031,0.17391348,0.49751687,-0.26492074669377624,0.04790171867948301
demo_189,0.88851714,-0.057913184,-3.0546942314408643,0.25358188,0.4046911,-0.5437715150043037,0.08689842214892884
demo_19,0.91913205,-0.007979631,3.139350652395687,0.25714946,0.48891234,-0.4251114486920968,0.0022420011941060025
demo_190,0.8577001,-0.03708589,-3.0908451701100446,0.24501562,0.4261322,0.16130025258491812,0.050747483479748556
demo_191,0.935503,0.05966735,3.1219663612068254,0.20124793,0.47888267,0.20900419477592366,0.019626292382967758
demo_192,0.94425374,-0.00844264,3.0728850415654754,0.19538736,0.5083103,-0.5223921205308916,0.06870761202431774
demo_193,0.8767514,0.00114429,3.0844023182622196,0.17163134,0.4808023,-0.018900146902758007,0.05719033532757356
demo_194,0.924736,-0.015169263,-3.1082516398357454,0.16910505,0.5261581,-0.23310037263953046,0.033341013754047744
demo_195,0.85022694,-0.043339968,-3.074616012008179,0.17295432,0.44503617,0.38748434604723225,0.06697664158161398
demo_196,0.910727,0.019683242,-3.077786988228812,0.19732141,0.44630194,-0.25918872126392406,0.06380566536098131
demo_197,0.885499,0.004840851,-3.1064136701841707,0.23608851,0.4656005,-0.48979229457266443,0.03517898340562242
demo_198,0.8959527,-0.020273447,3.071751601111295,0.20184088,0.4476614,-0.7597108265190213,0.06984105247849826
demo_199,0.91203314,-0.05987048,3.064742568453625,0.20719826,0.40797257,-0.17325808387246544,0.0768500851361682
demo_2,0.87057614,0.020898342,-3.0984438165607946,0.18960726,0.44996405,-0.756594003564332,0.04314883702899852
demo_20,0.91941714,0.00417161,-3.103875941877859,0.24119544,0.5204716,-0.5841620801158707,0.037716711711933915
demo_200,0.94902086,0.036744952,3.1243643768807927,0.1600995,0.38143623,0.24753318360284468,0.0172282767090004
demo_201,0.86922956,0.045906663,-3.099612297902061,0.17542171,0.51073647,-0.62909659448906,0.041980355687732285
demo_202,0.9494717,-0.01275599,3.0754451835123278,0.22052789,0.39021432,0.2194931438240243,0.06614747007746535
demo_203,0.8936367,0.03390777,-3.12116009243877,0.18840933,0.3941182,-0.00584417515488805,0.020432561151022988
demo_204,0.9122577,0.003653884,3.049348601712721,0.1757493,0.47506702,-0.47561534016035434,0.09224405187707196
demo_205,0.8530979,-0.030767798,-3.1287344129315704,0.2035265,0.36629748,0.11190742661728922,0.01285824065822272
demo_206,0.94735074,0.022888303,3.08745193166827,0.17071629,0.50242186,0.14840239746151607,0.054140721921523305
demo_207,0.93438053,0.048270583,3.069635634340153,0.2363429,0.43451226,-0.09675613183251369,0.07195701924963993
demo_208,0.92239654,-0.012807846,3.0941872567637123,0.18179071,0.484918,-0.7388724792696082,0.0474053968260808
demo_209,0.9303763,-0.05791986,-3.099086587917126,0.25928116,0.45644355,-0.6213692354440925,0.04250606567266724
demo_21,0.8504238,-0.057593822,3.069965367571403,0.22806883,0.53729856,-0.7486941410023817,0.07162728601839019
demo_210,0.92047024,-0.024821043,3.125001431151621,0.16852641,0.46610475,0.2723311296392038,0.016591222438171904
demo_211,0.89651394,-0.016630411,3.0512323477899352,0.2508955,0.516191,0.27986249807705105,0.09036030579985788
demo_212,0.9166918,-0.04518938,3.047471518653284,0.21608031,0.45277393,-0.5304893043242171,0.09412113493650898
demo_213,0.8857064,0.023167968,3.0784482991264666,0.20438099,0.47736096,0.46887260031747807,0.06314435446332656
demo_214,0.9057369,-0.046597242,3.0289187458824944,0.16344786,0.47396302,0.3154038038115994,0.11267390770729868
demo_215,0.859616,0.0053440332,-3.066366503589977,0.25363111,0.525208,-0.7348790067460824,0.07522614999981592
demo_216,0.9466095,-0.02173376,3.1348259451810074,0.20774412,0.4785576,-0.5192110804116923,0.006766708408785682
demo_217,0.93490744,0.03371501,-3.108607116023448,0.22701597,0.49357414,-0.6581530749287188,0.03298553756634526
demo_218,0.87828827,0.023542523,-3.0576546880631557,0.21552849,0.39711428,-0.479562675871441,0.08393796552663746
demo_219,0.88093257,0.034440637,3.0662055069388208,0.19652891,0.5129082,-0.6858582968696201,0.07538714665097235
demo_22,0.93035626,0.016943097,3.116935014400635,0.2279005,0.47171474,-0.1667799661719168,0.024657639189157976
demo_220,0.92594576,-0.04421842,-3.119690481662516,0.2055974,0.39592087,0.3198785961889987,0.02190217192727717
demo_221,0.90880656,0.017869115,3.119826315856071,0.20678818,0.50207967,-0.5117797068170881,0.021766337733722274
demo_222,0.91090137,0.04920578,3.058064695750813,0.2344476,0.39154673,0.023951480936846722,0.08352795783898026
demo_223,0.9394064,-0.030128956,3.126382827897887,0.22769761,0.39415097,0.5541226135545293,0.015209825691905987
demo_224,0.88617325,0.029030561,-3.0497103350670045,0.20655155,0.46292877,-0.7218657410878512,0.09188231852278861
demo_225,0.86449957,-0.03072846,-3.1099856547863767,0.19297695,0.4873786,-0.5604958234852133,0.03160699880341644
demo_226,0.8874476,-0.03927827,3.0771353339058267,0.20655394,0.46723711,-0.5663104318665833,0.0644573196839664
demo_227,0.94261336,0.008742332,-3.1105318710734116,0.23607588,0.37942302,-0.6375516323620877,0.031060782516381558
demo_228,0.87829685,-0.026067376,3.1128814199534633,0.18106651,0.5360376,-0.7280049843562479,0.02871123363632977
demo_229,0.92938155,0.045256972,3.0217001433320783,0.20316517,0.49148023,-0.7837283761053195,0.11989251025771486
demo_23,0.89732337,-0.011605501,-3.1301010289343782,0.21447527,0.51188725,-0.30123909805187404,0.011491624655414867
demo_230,0.9017153,0.039277673,-3.1266742384398314,0.2077322,0.52356744,-0.6903580231036645,0.014918415149961728
demo_231,0.8884723,0.029518127,3.0243222868269033,0.21219635,0.36825693,0.34155845826068437,0.11727036676288982
demo_232,0.8522899,0.0114218,3.0659003250987604,0.17657924,0.44933188,-0.7569127449011241,0.07569232849103269
demo_233,0.93049496,-0.050531387,-3.1136816160735727,0.24064231,0.53602886,0.10095181291031205,0.02791103751622037
demo_234,0.85019016,-0.035638213,3.0363290334565143,0.19322157,0.41016245,0.07059554905065449,0.10526362013327883
demo_235,0.86506605,0.053289652,-3.092218703369018,0.18346334,0.39596105,-0.11888418490085075,0.049373950220775065
demo_236,0.9071705,-0.028827786,3.1087093325246564,0.19472861,0.36071253,-0.15743961375510368,0.032883321065136695
demo_237,0.90724945,-0.0379138,-3.0818572670697324,0.2566023,0.43500054,0.19322178829908954,0.05973538652006072
demo_238,0.90359527,-0.012155414,3.0530781789140957,0.25541854,0.41358232,0.31588197152990444,0.0885144746756974
demo_239,0.92207456,0.034048796,3.081091638798208,0.17967868,0.49653864,-0.14671464865773046,0.060501014791585206
demo_24,0.9182412,-0.04130721,3.067822465034024,0.24415898,0.5126815,0.548101979406103,0.07377018855576933
demo_240,0.89513385,-0.036479115,3.0126917466691934,0.16568255,0.40867782,0.49068088510821295,0.12890090692059974
demo_241,0.9493382,0.052611947,-3.0992370320973284,0.22237921,0.53402376,0.14230199981681116,0.042355621492464746
demo_242,0.90715456,0.007916689,3.101203439798701,0.25865316,0.44883752,0.3514178552753112,0.04038921379109217
demo_243,0.89559984,-0.05830121,3.0643966162400793,0.18780494,0.38898873,-0.6820236448393071,0.07719603734971381
demo_244,0.9292312,-0.014317632,3.0940828327647423,0.25279903,0.5050566,-0.309100385670451,0.04750982082505084
demo_245,0.9277578,0.031157613,3.035184856620813,0.18239892,0.4941461,-0.49873619245197115,0.10640779696898006
demo_246,0.918803,-0.021330595,-3.0361826951865005,0.20177603,0.37273598,-0.23354720174947485,0.10540995840329259
demo_247,0.88227844,0.051368237,-3.123729532333445,0.22547913,0.48849618,-0.22174227086354367,0.017863121256348258
demo_248,0.9444611,-0.039911985,-3.0483606440911197,0.25277948,0.48825943,-0.25564960253215424,0.09323200949867338
demo_249,0.93411684,-0.018760324,-3.056552945916037,0.25291312,0.5072584,-0.7189907408539182,0.08503970767375613
demo_25,0.88795066,0.0074295998,-3.115967336811675,0.20222807,0.5280347,-0.0459007278235472,0.02562531677811819
demo_250,0.92833614,0.03456998,3.0657644282187646,0.22592258,0.40127778,-0.1789216684851298,0.07582822537102851
demo_251,0.8827644,-0.03381145,3.0533323323875727,0.24238348,0.42872238,-0.11234585249948406,0.08826032120222038
demo_252,0.94869995,-0.03430879,-3.074427897189421,0.16239071,0.36811137,0.5078685383059833,0.06716475640037212
demo_253,0.8737631,0.043505073,-3.01321512499418,0.19743586,0.41490173,-0.7128052990961986,0.12837752859561302
demo_254,0.8587837,-0.034292817,-3.105212514042249,0.23692322,0.49867773,-0.382043147907546,0.036380139547544044
demo_255,0.91176367,0.025107265,3.0134518043721004,0.16125298,0.42807114,-0.3391427472698159,0.12814084921769275
demo_256,0.9211683,-0.013428807,-3.0321007486353473,0.22125483,0.46009767,-0.41131225371358565,0.10949190495444583
demo_257,0.9134548,-0.0013583899,-3.0239339396261813,0.16311538,0.4975586,-0.7724037997984571,0.11765871396361183
demo_258,0.8818607,0.048820138,-3.098071402574033,0.2583859,0.52411985,-0.34234982547631915,0.04352125101576032
demo_259,0.87260056,0.055962324,3.0674619728361012,0.1740303,0.52405953,-0.7303214769697425,0.07413068075369189
demo_26,0.8537414,0.02449596,3.0478820865878213,0.2108078,0.42413187,0.243133869031304,0.09371056700197178
demo_260,0.86940885,0.025979519,-3.090666831469431,0.16119576,0.51897216,0.5745578786413568,0.0509258221203619
demo_261,0.935277,0.057836294,3.1363313199651164,0.222404,0.47073102,0.27014809210384405,0.005261333624676734
demo_262,0.91706705,-0.032340765,-3.1245067768496426,0.16373062,0.37443423,-0.7208805068104334,0.017085876740150496
demo_263,0.8937392,0.042749286,-3.138370815889289,0.2195878,0.4529729,-0.3027396180506183,0.0032218377005039933
demo_264,0.8751954,0.013714552,-3.084692069495746,0.2177875,0.37929666,0.494172170611527,0.05690058409404708
demo_265,0.89637923,0.05618,3.0406913707816323,0.17557669,0.36957943,-0.6223441094995888,0.1009012828081608
demo_266,0.93840504,0.035170555,-3.058638874183155,0.21002865,0.41219616,-0.4936287089556663,0.08295377940663817
demo_267,0.9138355,-0.05762732,3.034285064076581,0.20197535,0.42286515,0.4976882348932922,0.10730758951321206
demo_268,0.9129772,-0.01380384,-3.0606325257728013,0.16309977,0.41418695,0.21529239385473234,0.0809601278169918
demo_269,0.8545295,-0.018617034,3.0838348800473074,0.25675416,0.46679163,-0.07272783923446251,0.05775777354248568
demo_27,0.8883238,0.04006183,3.098851201021978,0.2569909,0.47819078,-0.011578524071491805,0.04274145256781514
demo_270,0.94402075,0.049720407,3.12717652287642,0.22934532,0.38457632,0.6876025131790742,0.01441613071337322
demo_271,0.9289985,0.039633036,3.031491280153054,0.18389297,0.53731745,-0.21136107518380481,0.11010137343673909
demo_272,0.8605697,0.052363753,3.1109282967340706,0.17742419,0.47742367,-0.432667665785076,0.030664356855722552
demo_273,0.89301944,0.034342885,-3.0216060365502577,0.21312189,0.37185884,-0.5209095539631562,0.11998661703953539
demo_274,0.8772572,0.0052542686,-3.0741730315150084,0.18647099,0.4841987,-0.44019957033231927,0.06741962207478469
demo_275,0.949826,-0.0029615164,3.079960348433939,0.2518611,0.41961646,0.5434420229958951,0.06163230515585427
demo_276,0.90155506,0.041439056,3.1317069528712644,0.20186996,0.43945146,0.02150056817342947,0.009885700718528678
demo_277,0.854033,-0.017680645,-3.12356573560396,0.22433364,0.4956106,-0.7554260277690302,0.018026917985833002
demo_278,0.93140674,0.005113125,3.0367271833633827,0.25622034,0.46655095,-0.06313487203726413,0.10486547022641046
demo_279,0.8968404,-0.019805789,3.038130284478562,0.19159973,0.51911074,-0.7229773487898057,0.1034623691112313
demo_28,0.92731553,0.026790023,-3.1230211897172007,0.25267708,0.5111544,-0.7438285684416568,0.018571463872592453
demo_280,0.9073507,-0.02405119,3.0844211585148726,0.21206474,0.47949612,-0.6844543571599456,0.057171495074920475
demo_281,0.9310458,0.00845778,3.0588414671381865,0.19888198,0.5242832,-0.05097770087594451,0.08275118645160662
demo_282,0.91127396,0.0054962635,3.109206434184699,0.20642829,0.53389215,-0.28567965517393806,0.0323862194050939
demo_283,0.92922854,-0.02078104,3.0655984861617718,0.25835943,0.48719049,-0.4965127137255295,0.07599416742802134
demo_284,0.8540273,-0.02555418,3.14015936859286,0.17048848,0.4022267,-0.38049150833656314,0.0014332849969331818
demo_285,0.9481044,-0.017143011,3.0177509873546615,0.19296646,0.41797745,0.7341567962080404,0.1238416662351316
demo_286,0.9203167,-0.0040199757,-3.104453387901093,0.24242973,0.50149065,-0.44721632713180726,0.037139265688700185
demo_287,0.93110514,0.0111705065,3.0884323116671326,0.16095054,0.4105277,-0.4089797885855001,0.0531603419226605
demo_288,0.8847108,0.033503175,-3.135566536822074,0.18290281,0.45763934,0.7068810844765849,0.006026116767718914
demo_289,0.88618135,-0.020977736,-3.0448535126784497,0.20251226,0.4109155,-0.39576277708404994,0.09673914091134339
demo_29,0.91337967,0.028328896,3.012976892569209,0.24038649,0.5367884,-0.4095341113772452,0.12861576102058425
demo_290,0.9189987,-0.0067533255,3.081597325586751,0.24873102,0.48294175,-0.5488191583361235,0.0599953280030423
demo_291,0.9449866,0.05459702,3.0182669204984096,0.21995294,0.38002467,-0.7633799528638695,0.1233257330913835
demo_292,0.914402,0.027778506,-3.081514659395913,0.255486,0.490494,-0.4451116904623403,0.06007799419388027
demo_293,0.89958286,0.038150072,3.0140514456623384,0.22869015,0.5391531,0.6663874860475945,0.12754120792745471
demo_294,0.9222825,-0.048664927,3.1100997889510356,0.18508768,0.49755967,-0.5182550315168954,0.031492864638757556
demo_295,0.88777524,0.0404042,3.0430090328328374,0.17268622,0.53654814,0.06748613670791696,0.0985836207569557
demo_296,0.85902905,-0.022913218,-3.1182203917372373,0.20998776,0.369655,-0.3848897745771842,0.02337226185255581
demo_297,0.8653431,0.024319649,3.045035595241281,0.24091291,0.49037623,-0.514112162993432,0.09655705834851203
demo_298,0.8796325,0.0013842583,3.1221206191766706,0.19400835,0.49528563,-0.3355235346099561,0.019472034413122508
demo_299,0.9014721,0.021937251,-3.141254250211059,0.20826292,0.4208355,-0.07614673900679526,0.0003384033787341423
demo_3,0.9051204,-0.05149007,-3.0656245332156202,0.20932627,0.5152769,-0.6639419946798841,0.07596812037417289
demo_30,0.9275019,0.052251577,-3.1381819887220868,0.20274258,0.50299215,0.299264779225322,0.003410664867706359
demo_300,0.9352813,0.044041395,3.054353245618873,0.22900653,0.46172357,-0.2151385181145437,0.08723940797092
demo_301,0.8636379,0.022419214,3.0743162673244298,0.19958925,0.3966148,0.6304656382954251,0.06727638626536336
demo_302,0.92694473,0.010802627,-3.139807764572872,0.17540264,0.4593959,0.4031898519044661,0.0017848890169211984
demo_303,0.94886494,0.035149813,3.0662593901577635,0.25745177,0.49566746,0.6539288765035768,0.07533326343202962
demo_304,0.87537324,-0.05715835,-3.093667329945431,0.2323227,0.42410958,-0.44622626357186346,0.047925323644362194
demo_305,0.8870745,0.011329174,-3.0989316117803183,0.18823063,0.5085312,-0.7026294898017329,0.04266104180947483
demo_306,0.8652102,0.002609253,-3.028765986487168,0.2318157,0.5202873,-0.7404219352907032,0.11282666710262523
demo_307,0.9479909,0.05751741,-3.0533159411030586,0.21989167,0.43134093,0.35470063812135905,0.08827671248673452
demo_308,0.9125066,-0.007197976,-3.12883431195181,0.1873517,0.45442986,0.763982514091992,0.012758341637983062
demo_309,0.86475325,-0.011497736,-3.1002886918000927,0.16589499,0.53904563,0.37158534885142763,0.041303961789700416
demo_31,0.9231038,-0.019666195,3.084167480926026,0.20677614,0.3868258,0.4736699615135624,0.05742517266376712
demo_310,0.933062,-0.016756177,3.133798838156257,0.24360836,0.47130764,-0.6373680542177995,0.007793815433536189
demo_311,0.94520855,0.027192712,-3.097804372624674,0.24014282,0.36870193,-0.11983756738863255,0.04378828096511933
demo_312,0.90871334,-0.03639996,-3.1002820195343106,0.21815968,0.4484409,-0.6265470530634734,0.04131063405548252
demo_313,0.9041343,-0.0039947033,3.0360274377786007,0.21798098,0.51083064,-0.620748774623458,0.10556521581119238
demo_314,0.9461477,-0.03696096,-3.1252315690394337,0.22844934,0.4828267,-0.29312743085974285,0.01636108455035945
demo_315,0.9208205,0.05076933,-3.107235501217441,0.22747111,0.51921266,0.18059861579101277,0.03435715237235204
demo_316,0.8716998,-0.05205369,3.0831184378670415,0.18834782,0.5103241,-0.4956193931713008,0.05847421572275158
